day,job_name,creation_time,distance_unit,included_speed_limits,network_name,zone_id,probe_source,map_version,date_range_id,date_range_name,date_from,date_to,time_set_id,time_set_name,time_set_days,time_set_times,segment_id,new_segment_id,street_name,frc,speed_limit,distance_m,geometry_wkt,harmonic_avg_speed,average_speed,median_speed,speed_stddev,sample_size,normalized_sample_size,average_travel_time,median_travel_time,travel_time_stddev,travel_time_ratio,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202944086020,1285520202944086020,Vikas Marg,2,60,111.24,"LINESTRING(77.26566 28.62822,77.2668 28.62822)",47.6,49.3,48.4,9.2,249,0.3074,8.42,8.27,1.71,1.05,37,39,41,43,44,44,45,46,47,48,49,50,51,53,54,56,58,62,68
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202944086020,1285520202944086020,Vikas Marg,2,60,111.24,"LINESTRING(77.26566 28.62822,77.2668 28.62822)",45.3,47.1,46.0,9.2,248,0.343,8.85,8.71,1.84,1.07,34,37,39,41,41,42,44,44,45,46,47,48,49,50,52,54,56,60,64
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202944086020,1285520202944086020,Vikas Marg,2,60,111.24,"LINESTRING(77.26566 28.62822,77.2668 28.62822)",45.1,48.6,47.1,10.1,248,0.3289,8.89,8.5,5.77,1.09,34,37,39,41,42,43,44,46,46,47,49,50,52,53,55,56,59,62,65
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202944086020,1285520202944086020,Vikas Marg,2,60,111.24,"LINESTRING(77.26566 28.62822,77.2668 28.62822)",46.6,48.7,47.2,10.8,181,0.3042,8.6,8.48,1.87,1.07,35,37,39,40,42,44,45,46,47,47,48,49,50,52,53,57,59,62,66
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202947559424,1285520202947559424,Noida Link Road,2,50,249.04,"LINESTRING(77.27139 28.62887,77.27143 28.62861,77.27151 28.62834,77.27173 28.62789,77.27192 28.62762,77.27215 28.62738,77.27243 28.62716,77.27267 28.62701)",47.9,49.5,50.0,7.5,698,0.9077,18.71,17.93,4.82,1.05,38,41,42,44,45,46,47,48,49,50,51,52,52,53,54,55,56,58,61
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202947559424,1285520202947559424,Noida Link Road,2,50,249.04,"LINESTRING(77.27139 28.62887,77.27143 28.62861,77.27151 28.62834,77.27173 28.62789,77.27192 28.62762,77.27215 28.62738,77.27243 28.62716,77.27267 28.62701)",49.9,51.0,50.9,7.3,606,0.7481,17.97,17.61,3.0,1.0,40,42,44,45,47,47,48,49,50,51,52,53,54,55,56,57,58,60,62
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202947559424,1285520202947559424,Noida Link Road,2,50,249.04,"LINESTRING(77.27139 28.62887,77.27143 28.62861,77.27151 28.62834,77.27173 28.62789,77.27192 28.62762,77.27215 28.62738,77.27243 28.62716,77.27267 28.62701)",48.8,49.9,49.6,7.1,615,0.8506,18.38,18.08,2.89,1.02,39,41,43,44,45,46,47,48,49,50,51,52,52,53,54,55,57,58,62
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202947559424,1285520202947559424,Noida Link Road,2,50,249.04,"LINESTRING(77.27139 28.62887,77.27143 28.62861,77.27151 28.62834,77.27173 28.62789,77.27192 28.62762,77.27215 28.62738,77.27243 28.62716,77.27267 28.62701)",48.8,50.2,50.4,7.8,635,0.8422,18.36,17.79,3.58,1.02,38,41,43,44,45,47,48,49,50,50,51,52,53,54,55,56,58,60,63
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202947559424,1285520202947559424,Noida Link Road,2,50,249.04,"LINESTRING(77.27139 28.62887,77.27143 28.62861,77.27151 28.62834,77.27173 28.62789,77.27192 28.62762,77.27215 28.62738,77.27243 28.62716,77.27267 28.62701)",46.9,49.6,49.8,8.1,533,0.8958,19.1,18.0,11.19,1.08,37,41,42,43,45,46,47,48,49,50,51,52,53,53,54,55,57,59,62
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951065600,1285520202951065600,Delhi Sachivalay Marg,3,50,348.82,"LINESTRING(77.24965 28.6281,77.2495 28.62805,77.24945 28.62803,77.24942 28.62801,77.24941 28.628,77.2494 28.62798,77.24938 28.62795,77.24938 28.62792,77.24938 28.62786,77.24938 28.62781,77.24939 28.62776,77.24941 28.62772,77.24942 28.62768,77.24944 28.62766,77.24947 28.62763,77.2495 28.6276,77.24954 28.62758,77.24958 28.62756,77.24963 28.62754,77.24969 28.62752,77.24973 28.62751,77.24979 28.62751,77.24992 28.62751,77.24999 28.62752,77.25005 28.62753,77.25009 28.62755,77.25014 28.62757,77.25042 28.62776,77.25047 28.6278,77.25051 28.62785,77.25085 28.62832,77.25089 28.62838,77.25095 28.62846,77.25103 28.62855,77.2513 28.62881,77.2514 28.62892,77.2515 28.629)",23.0,27.9,27.4,10.6,8,0.0104,54.64,45.83,32.41,1.42,10,10,19,19,19,25,25,27,27,27,31,31,32,32,32,34,34,45,45
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951065600,1285520202951065600,Delhi Sachivalay Marg,3,50,348.82,"LINESTRING(77.24965 28.6281,77.2495 28.62805,77.24945 28.62803,77.24942 28.62801,77.24941 28.628,77.2494 28.62798,77.24938 28.62795,77.24938 28.62792,77.24938 28.62786,77.24938 28.62781,77.24939 28.62776,77.24941 28.62772,77.24942 28.62768,77.24944 28.62766,77.24947 28.62763,77.2495 28.6276,77.24954 28.62758,77.24958 28.62756,77.24963 28.62754,77.24969 28.62752,77.24973 28.62751,77.24979 28.62751,77.24992 28.62751,77.24999 28.62752,77.25005 28.62753,77.25009 28.62755,77.25014 28.62757,77.25042 28.62776,77.25047 28.6278,77.25051 28.62785,77.25085 28.62832,77.25089 28.62838,77.25095 28.62846,77.25103 28.62855,77.2513 28.62881,77.2514 28.62892,77.2515 28.629)",22.5,25.3,26.1,7.2,7,0.0086,55.78,48.11,25.98,1.34,11,11,23,23,23,24,24,24,26,26,26,29,29,29,31,31,31,32,32
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951065600,1285520202951065600,Delhi Sachivalay Marg,3,50,348.82,"LINESTRING(77.24965 28.6281,77.2495 28.62805,77.24945 28.62803,77.24942 28.62801,77.24941 28.628,77.2494 28.62798,77.24938 28.62795,77.24938 28.62792,77.24938 28.62786,77.24938 28.62781,77.24939 28.62776,77.24941 28.62772,77.24942 28.62768,77.24944 28.62766,77.24947 28.62763,77.2495 28.6276,77.24954 28.62758,77.24958 28.62756,77.24963 28.62754,77.24969 28.62752,77.24973 28.62751,77.24979 28.62751,77.24992 28.62751,77.24999 28.62752,77.25005 28.62753,77.25009 28.62755,77.25014 28.62757,77.25042 28.62776,77.25047 28.6278,77.25051 28.62785,77.25085 28.62832,77.25089 28.62838,77.25095 28.62846,77.25103 28.62855,77.2513 28.62881,77.2514 28.62892,77.2515 28.629)",25.7,28.0,27.9,8.1,9,0.0124,48.93,45.01,16.57,1.5,16,16,17,17,25,25,27,27,28,28,28,28,28,34,34,38,38,39,39
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951065600,1285520202951065600,Delhi Sachivalay Marg,3,50,348.82,"LINESTRING(77.24965 28.6281,77.2495 28.62805,77.24945 28.62803,77.24942 28.62801,77.24941 28.628,77.2494 28.62798,77.24938 28.62795,77.24938 28.62792,77.24938 28.62786,77.24938 28.62781,77.24939 28.62776,77.24941 28.62772,77.24942 28.62768,77.24944 28.62766,77.24947 28.62763,77.2495 28.6276,77.24954 28.62758,77.24958 28.62756,77.24963 28.62754,77.24969 28.62752,77.24973 28.62751,77.24979 28.62751,77.24992 28.62751,77.24999 28.62752,77.25005 28.62753,77.25009 28.62755,77.25014 28.62757,77.25042 28.62776,77.25047 28.6278,77.25051 28.62785,77.25085 28.62832,77.25089 28.62838,77.25095 28.62846,77.25103 28.62855,77.2513 28.62881,77.2514 28.62892,77.2515 28.629)",28.0,28.6,25.6,4.7,6,0.008,44.9,49.05,6.89,0.5,24,24,24,25,25,25,26,26,26,26,30,30,30,30,30,30,37,37,37
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951065600,1285520202951065600,Delhi Sachivalay Marg,3,50,348.82,"LINESTRING(77.24965 28.6281,77.2495 28.62805,77.24945 28.62803,77.24942 28.62801,77.24941 28.628,77.2494 28.62798,77.24938 28.62795,77.24938 28.62792,77.24938 28.62786,77.24938 28.62781,77.24939 28.62776,77.24941 28.62772,77.24942 28.62768,77.24944 28.62766,77.24947 28.62763,77.2495 28.6276,77.24954 28.62758,77.24958 28.62756,77.24963 28.62754,77.24969 28.62752,77.24973 28.62751,77.24979 28.62751,77.24992 28.62751,77.24999 28.62752,77.25005 28.62753,77.25009 28.62755,77.25014 28.62757,77.25042 28.62776,77.25047 28.6278,77.25051 28.62785,77.25085 28.62832,77.25089 28.62838,77.25095 28.62846,77.25103 28.62855,77.2513 28.62881,77.2514 28.62892,77.2515 28.629)",31.5,36.6,30.2,22.4,9,0.0151,39.93,41.58,10.53,1.04,26,26,27,27,28,28,29,29,30,30,30,31,31,31,31,32,32,96,96
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951589890,1285520202951589890,New Patparganj Road,3,70,27.33,"LINESTRING(77.27689 28.62981,77.27694 28.62977,77.27707 28.62962)",19.1,22.4,22.4,7.7,51,0.0663,5.15,4.39,2.67,0.83,9,13,16,17,17,18,19,20,22,22,23,23,25,26,27,28,30,33,36
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951589890,1285520202951589890,New Patparganj Road,3,70,27.33,"LINESTRING(77.27689 28.62981,77.27694 28.62977,77.27707 28.62962)",14.5,20.6,21.3,8.2,79,0.0975,6.78,4.62,8.77,1.35,6,10,12,13,15,16,18,20,21,21,22,23,24,25,26,27,28,30,34
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951589890,1285520202951589890,New Patparganj Road,3,70,27.33,"LINESTRING(77.27689 28.62981,77.27694 28.62977,77.27707 28.62962)",16.0,21.2,21.2,7.7,69,0.0954,6.15,4.64,8.72,1.09,12,12,15,16,16,17,18,20,21,21,22,22,23,24,25,27,28,29,31
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951589890,1285520202951589890,New Patparganj Road,3,70,27.33,"LINESTRING(77.27689 28.62981,77.27694 28.62977,77.27707 28.62962)",15.5,22.1,20.2,13.2,57,0.0756,6.34,4.87,7.51,0.79,7,11,13,15,17,17,17,19,20,20,21,22,24,25,26,27,28,32,40
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951589890,1285520202951589890,New Patparganj Road,3,70,27.33,"LINESTRING(77.27689 28.62981,77.27694 28.62977,77.27707 28.62962)",18.5,20.7,19.9,7.3,45,0.0756,5.33,4.94,1.88,0.55,12,13,14,14,15,16,18,18,19,20,20,22,23,23,23,26,28,28,36
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951589892,1285520202951589892,New Patparganj Road,3,70,33.38,"LINESTRING(77.27707 28.62962,77.27719 28.62948,77.27728 28.62938)",23.4,26.4,27.5,7.6,54,0.0702,5.13,4.37,2.28,1.01,13,14,18,20,22,23,26,27,27,28,28,29,30,30,31,32,34,36,39
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951589892,1285520202951589892,New Patparganj Road,3,70,33.38,"LINESTRING(77.27707 28.62962,77.27719 28.62948,77.27728 28.62938)",19.3,23.6,23.4,9.0,78,0.0963,6.24,5.14,3.63,0.6,9,11,14,15,17,19,19,21,23,23,25,27,28,29,30,31,32,33,39
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951589892,1285520202951589892,New Patparganj Road,3,70,33.38,"LINESTRING(77.27707 28.62962,77.27719 28.62948,77.27728 28.62938)",15.3,23.6,24.5,9.2,76,0.1051,7.85,4.9,12.96,1.24,9,12,15,17,18,18,21,22,23,25,25,26,27,29,29,30,31,35,41
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951589892,1285520202951589892,New Patparganj Road,3,70,33.38,"LINESTRING(77.27707 28.62962,77.27719 28.62948,77.27728 28.62938)",19.8,25.4,24.2,13.1,57,0.0756,6.07,4.97,4.46,0.57,7,16,17,18,19,20,20,20,23,24,25,27,28,28,29,31,34,35,39
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951589892,1285520202951589892,New Patparganj Road,3,70,33.38,"LINESTRING(77.27707 28.62962,77.27719 28.62948,77.27728 28.62938)",20.2,24.3,24.4,8.7,45,0.0756,5.95,4.92,3.53,1.02,9,14,16,18,19,20,21,23,24,24,25,26,27,28,28,30,33,34,39
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951622656,1285520202951622656,New Patparganj Road,3,70,21.06,"LINESTRING(77.27728 28.62938,77.27742 28.62924)",18.5,29.0,31.1,8.8,58,0.0754,4.1,2.44,8.88,1.49,13,18,20,22,23,25,27,28,30,31,32,33,33,35,36,36,37,39,41
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951622656,1285520202951622656,New Patparganj Road,3,70,21.06,"LINESTRING(77.27728 28.62938,77.27742 28.62924)",22.8,25.7,25.4,8.0,81,0.1,3.32,2.98,1.32,0.85,13,15,16,19,21,23,23,24,25,25,27,28,29,30,31,32,33,35,37
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951622656,1285520202951622656,New Patparganj Road,3,70,21.06,"LINESTRING(77.27728 28.62938,77.27742 28.62924)",23.2,26.2,26.2,8.3,75,0.1037,3.27,2.89,1.29,1.0,11,14,17,18,21,22,24,25,25,26,28,29,30,30,31,33,34,39,41
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951622656,1285520202951622656,New Patparganj Road,3,70,21.06,"LINESTRING(77.27728 28.62938,77.27742 28.62924)",23.7,28.2,27.5,12.6,62,0.0822,3.2,2.76,1.67,0.51,9,18,20,21,21,22,23,25,25,28,29,30,30,32,34,35,37,38,39
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951622656,1285520202951622656,New Patparganj Road,3,70,21.06,"LINESTRING(77.27728 28.62938,77.27742 28.62924)",22.9,27.2,27.4,8.5,45,0.0756,3.32,2.77,2.37,1.08,14,18,18,19,23,24,25,27,27,27,28,29,31,32,32,33,37,37,39
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951655424,1285520202951655424,New Patparganj Road,3,70,17.44,"LINESTRING(77.27742 28.62924,77.27753 28.62911)",27.6,30.0,31.1,7.6,58,0.0754,2.28,2.02,0.81,0.85,16,20,21,22,24,25,27,29,31,31,33,34,35,36,36,36,37,39,43
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951655424,1285520202951655424,New Patparganj Road,3,70,17.44,"LINESTRING(77.27742 28.62924,77.27753 28.62911)",25.8,28.6,28.8,7.7,82,0.1012,2.44,2.18,1.05,0.98,14,20,21,22,23,25,26,28,28,29,30,31,33,33,34,35,36,38,41
Wednesday,Wednesday,2026-01-13T11:52:47.306220841Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Wed,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951655424,1285520202951655424,New Patparganj Road,3,70,17.44,"LINESTRING(77.27742 28.62924,77.27753 28.62911)",18.0,27.4,27.7,8.4,76,0.1051,3.49,2.27,8.76,1.48,13,16,19,21,23,24,25,25,27,28,29,30,30,31,32,34,35,38,42
Thursday,Thursday,2026-01-13T11:54:06.482359984Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Thurs,2024-08-02,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951655424,1285520202951655424,New Patparganj Road,3,70,17.44,"LINESTRING(77.27742 28.62924,77.27753 28.62911)",23.1,28.7,29.1,9.0,63,0.0836,2.72,2.16,2.87,0.99,14,17,19,21,24,26,26,27,29,29,30,30,32,33,35,36,37,38,40
Friday,Friday,2026-01-13T12:35:34.888344552Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,fri,2024-08-03,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951655424,1285520202951655424,New Patparganj Road,3,70,17.44,"LINESTRING(77.27742 28.62924,77.27753 28.62911)",28.2,30.4,30.2,8.0,46,0.0773,2.23,2.08,0.66,0.85,18,20,22,24,25,26,27,28,29,30,31,32,33,34,35,37,40,41,42
Monday,Monday,2026-01-13T11:49:03.844784692Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Monday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951688192,1285520202951688192,New Patparganj Road,3,70,18.88,"LINESTRING(77.27753 28.62911,77.27758 28.62906,77.27765 28.62898)",29.9,31.7,33.5,7.2,56,0.0728,2.28,2.03,0.63,0.97,20,23,24,25,25,26,29,29,30,34,35,36,36,38,38,39,39,40,42
Tuesday,Tuesday,2026-01-13T11:50:56.502045153Z,KILOMETERS,ALL,ito,Asia/Kolkata,ALL,India_ind2025.12.1800-23.125-0 OPEN_DSEG,1,Tuesday,2024-08-01,2024-08-11,3,9:00-10:00,"FRIDAY,MONDAY,SATURDAY,SUNDAY,THURSDAY,TUESDAY,WEDNESDAY",09:00-10:00,1285520202951688192,1285520202951688192,New Patparganj Road,3,70,18.88,"LINESTRING(77.27753 28.62911,77.27758 28.62906,77.27765 28.62898)",24.2,28.6,29.6,8.2,81,0.1,2.81,2.3,2.07,1.08,14,19,21,22,23,25,27,28,29,30,31,32,33,34,34,35,36,37,41
